name,image,original pose,odometry,deviation (original - odometry),error
32,000031.png,27.49627,27.63813030713359,-0.14186030713359088,0.515925640581762
33,000032.png,28.45466,28.595330627095745,-0.1406706270957443,0.49436762588533584
34,000033.png,29.42293,29.562904723535983,-0.13997472353598184,0.47573346208546136
35,000034.png,30.39839,30.537705632397092,-0.13931563239709277,0.45829937834567147
36,000035.png,31.37765,31.513493368529133,-0.1358433685291338,0.43293034541826375
37,000036.png,32.35714,32.490280176570145,-0.13314017657014432,0.41147078069985266
38,000037.png,33.33631,33.469251165773464,-0.1329411657734667,0.3987878855622195
39,000038.png,34.32021,34.453177669681644,-0.13296766968164064,0.3874325643160127
40,000039.png,35.33097,35.465903143748285,-0.13493314374828458,0.38191180074672326
41,000040.png,36.38751,36.523855114591065,-0.1363451145910659,0.3747030631968659
42,000041.png,37.4285,37.564583780765695,-0.13608378076569494,0.3635833142276472
43,000042.png,38.47151,38.608146293743744,-0.13663629374374153,0.35516228435988484
44,000043.png,39.50365,39.64028605468075,-0.1366360546807499,0.34588210122545615
45,000044.png,40.53855,40.67496252091625,-0.13641252091625233,0.336500740446445
46,000045.png,41.56111,41.698120138871246,-0.13701013887124702,0.3296594794298011
47,000046.png,42.58303,42.71815475274969,-0.1351247527496895,0.31732066212688365
48,000047.png,43.59302,43.72622835597594,-0.13320835597593828,0.30557267190008464
49,000048.png,44.5979,44.73158058937403,-0.1336805893740305,0.29974637678911
50,000049.png,45.59882,45.73289302521226,-0.13407302521225972,0.29402740073593947
51,000050.png,46.59803,46.73232738666172,-0.13429738666172142,0.2882040006020027
52,000051.png,47.59275,47.7263522430431,-0.1336022430431001,0.2807197378657465
53,000052.png,48.57856,48.71041345112187,-0.13185345112187008,0.27142313630101444
54,000053.png,49.556,49.68251098203732,-0.12651098203732403,0.2552889297710147
55,000054.png,50.53773,50.66538927426887,-0.12765927426886492,0.25260191597221504
56,000055.png,51.51845,51.64342882203467,-0.12497882203467015,0.24259041573391696
57,000056.png,52.49501,52.6184727171645,-0.12346271716450019,0.23518943450910895
58,000057.png,53.46498,53.58843588650954,-0.12345588650953943,0.23090981519031606
59,000058.png,54.42804,54.548353886158694,-0.12031388615869076,0.22105129297084877
60,000059.png,55.39178,55.51207480399022,-0.12029480399021963,0.21717085818549184
61,000060.png,56.35039,56.4708457917107,-0.12045579171070386,0.21376212606639255
62,000061.png,57.31251,57.43225581864644,-0.11974581864643596,0.20893487067035793
63,000062.png,58.274,58.39331221971343,-0.11931221971342865,0.20474348716997057
64,000063.png,59.2254,59.34409490836722,-0.11869490836721752,0.20041216837238335
65,000064.png,60.16633,60.28544580827533,-0.11911580827532475,0.1979775204426209
66,000065.png,61.09125,61.20644688603368,-0.11519688603367939,0.18856527904352816
67,000066.png,62.00632,62.12092360526752,-0.11460360526751856,0.18482568432946603
68,000067.png,62.91678,63.03194249905245,-0.11516249905244536,0.18303940387992734
69,000068.png,63.81519,63.92973868214525,-0.11454868214524794,0.1795006520316682
70,000069.png,64.69786,64.80923679249935,-0.11137679249934251,0.17214911358635743
71,000070.png,65.56672,65.6783739832084,-0.1116539832083987,0.17029063404178016
72,000071.png,66.42163,66.53202318985433,-0.1103931898543351,0.16620066363071054
73,000072.png,67.26455,67.37348469208843,-0.10893469208842532,0.16194963333349485
74,000073.png,68.09328,68.19776207589214,-0.1044820758921503,0.15343962853918966
75,000074.png,68.90994,69.01026555558475,-0.10032555558474598,0.14558938171292266
76,000075.png,69.71424,69.81424986410278,-0.10000986410277335,0.1434568663486446
77,000076.png,70.50799,70.6093187205029,-0.10132872050289166,0.14371239415971387
78,000077.png,71.28437,71.3856771315977,-0.10130713159770721,0.1421168926620341
79,000078.png,72.03735,72.13662633042145,-0.09927633042144635,0.13781230212028392
80,000079.png,72.76791,72.86557110387287,-0.0976611038728663,0.13420902685382377
81,000080.png,73.48065,73.57915280702832,-0.09850280702832492,0.13405271595763635
82,000081.png,74.17539,74.26997863239731,-0.0945886323973184,0.12752023602075893
83,000082.png,74.85147,74.9415046373888,-0.09003463738879702,0.12028439439973192
84,000083.png,75.50744,75.59300687618408,-0.08556687618407466,0.113322443701011
85,000084.png,76.13828,76.22540221801214,-0.0871222180121407,0.11442630173959893
86,000085.png,76.7501,76.83593146249682,-0.08583146249681306,0.11183237871587536
87,000086.png,77.34409,77.424845785745,-0.08075578574501208,0.10441106197643812
88,000087.png,77.92534,78.00606680792299,-0.0807268079229857,0.10359506666635743
89,000088.png,78.49464,78.57454198702041,-0.0799019870204063,0.10179292117322443
90,000089.png,79.04953,79.12990454935264,-0.08037454935264066,0.10167618878017448
91,000090.png,79.5923,79.67163220489068,-0.07933220489069015,0.09967321573907295
92,000091.png,80.12304,80.20345497743979,-0.0804149774397871,0.1003643614118824
93,000092.png,80.63455,80.71572598077678,-0.08117598077677712,0.10067146251424126
94,000093.png,81.13538,81.21638197074154,-0.08100197074153925,0.09983557202978435
95,000094.png,81.62286,81.70186457360042,-0.07900457360041457,0.09679221433850096
96,000095.png,82.09701,82.17620018376336,-0.07919018376335885,0.09645927880121194
97,000096.png,82.55594,82.63067377783679,-0.07473377783678359,0.09052501593075385
98,000097.png,83.00846,83.08256220840023,-0.07410220840023385,0.08927067000186951
99,000098.png,83.45454,83.52977009129953,-0.07523009129953095,0.09014499546643114
100,000099.png,83.8853,83.95654149068643,-0.07124149068643248,0.08492726459395447
101,000100.png,84.31338,84.38494405965834,-0.07156405965834267,0.08487865112078613
102,000101.png,84.72869,84.801830582786,-0.07314058278599589,0.08632327820245525
103,000102.png,85.1182,85.19801073115532,-0.07981073115531956,0.09376458989419367
104,000103.png,85.50171,85.58391637341322,-0.08220637341321435,0.09614588224400933
105,000104.png,85.85373,85.94901660461842,-0.09528660461842264,0.11098714594977137
106,000105.png,86.20001,86.29387782653369,-0.09386782653368186,0.10889537777742933
107,000106.png,86.52588,86.63089852960277,-0.10501852960277347,0.1213723912461491
108,000107.png,86.8121,86.93334868522786,-0.12124868522785448,0.13966795553598457
109,000108.png,87.09558,87.20962426629148,-0.11404426629148645,0.13094150850305658
110,000109.png,87.34503,87.47279824981794,-0.12776824981794732,0.14627993123128738
111,000110.png,87.59401,87.71780584908713,-0.1237958490871307,0.14132912637191825
112,000111.png,87.8201,87.96780651801836,-0.1477065180183672,0.16819215420885106
113,000112.png,88.00813,88.16361209703516,-0.15548209703516136,0.17666787947336385
114,000113.png,88.18799,88.34739767891294,-0.15940767891294172,0.18075894338099976
115,000114.png,88.34349,88.48719528614001,-0.14370528614000477,0.1626665260111467
116,000115.png,88.50204,88.6427159113553,-0.14067591135530222,0.15895216805771056
117,000116.png,88.64159,88.79475510917875,-0.15316510917875803,0.17279147314342855
118,000117.png,88.74795,88.89351872136523,-0.1455687213652226,0.16402488323980732
119,000118.png,88.83995,88.98759960256852,-0.14764960256852078,0.16619730489326115
120,000119.png,88.93047,89.08388008123958,-0.15341008123958488,0.1725056454099308
121,000120.png,89.02315,89.1589735272394,-0.1358235272393955,0.15257101915557414
122,000121.png,89.12503,89.25056259468657,-0.1255325946865753,0.1408499887030336
123,000122.png,89.21056,89.32753510036483,-0.11697510036482583,0.13112248187302694
124,000123.png,89.27715,89.39171777754123,-0.11456777754122527,0.12832822008904324
125,000124.png,89.3295,89.43995732723116,-0.11045732723115975,0.12365156777006449
126,000125.png,89.3721,89.48087270359383,-0.10877270359382862,0.12170767341690372
127,000126.png,89.41899,89.53179520508857,-0.11280520508857705,0.1261535218509816
128,000127.png,89.47222,89.59325581964228,-0.12103581964228738,0.13527754161267866
129,000128.png,89.52059,89.63477050566553,-0.11418050566553006,0.1275466411308617
130,000129.png,89.55606,89.67206913529273,-0.11600913529272816,0.12953800702345342
131,000130.png,89.58341,89.72116980484661,-0.13775980484660977,0.15377825519994134
132,000131.png,89.60332,89.74210031456626,-0.1387803145662616,0.15488300496707222
133,000132.png,89.62101,89.77051104099091,-0.14950104099091277,0.16681472457285718
134,000133.png,89.63826,89.7963147664657,-0.15805476646569616,0.17632511660277225
135,000134.png,89.65473,89.8013723648296,-0.1466423648296029,0.16356344481724824
136,000135.png,89.67153,89.83299020391209,-0.16146020391208538,0.1800573759721568
137,000136.png,89.68785,89.85933477843345,-0.17148477843345233,0.19120179426026196
138,000137.png,89.70167,89.8731356933618,-0.17146569336181017,0.19115106035574386
139,000138.png,89.70786,89.87958931252314,-0.17172931252314072,0.19143173465863608
140,000139.png,89.71666,89.88860144898553,-0.1719414489855211,0.1916494093577727
141,000140.png,89.71954,89.89311453132582,-0.17357453132582634,0.19346346551244728
142,000141.png,89.72145,89.8904057939451,-0.16895579394510207,0.18831148398192635
143,000142.png,89.72018,89.89982517983985,-0.17964517983985218,0.2002282873706363
144,000143.png,89.72729,89.9250666117882,-0.19777661178819983,0.22041968701852008
145,000144.png,89.73868,89.9697016625789,-0.23102166257889678,0.25743822237957675
146,000145.png,89.75239,90.02715564998678,-0.2747656499867759,0.3061374187214133
147,000146.png,89.77631,90.01893280517757,-0.24262280517757517,0.27025259244624245
148,000147.png,89.80526,90.04023430900652,-0.2349743090065175,0.2616487152384142
149,000148.png,89.84339,90.09022755437199,-0.24683755437199295,0.27474203096298233
150,000149.png,89.88363,90.11900928441872,-0.2353792844187268,0.2618711376239776
151,000150.png,89.92948,90.14876477689634,-0.21928477689634462,0.24384081493226095
152,000151.png,89.97884,90.19319065618012,-0.21435065618011606,0.2382234047250621
153,000152.png,90.03338,90.28931070568943,-0.2559307056894369,0.28426202114086674
154,000153.png,90.08278,90.30992727667733,-0.2271472766773286,0.2521539373866222
155,000154.png,90.13241,90.34271618950449,-0.2103061895044931,0.23333026322550693
156,000155.png,90.18269,90.3716628839049,-0.18897288390490985,0.2095445189147827
157,000156.png,90.22769,90.39588485471441,-0.16819485471441453,0.18641157134180708
158,000157.png,90.27374,90.43431925325329,-0.1605792532532888,0.17788035950796854
159,000158.png,90.31732,90.4408709579082,-0.12355095790820769,0.13679652796186567
160,000159.png,90.365,90.50366111082737,-0.1386611108273712,0.1534455937889351
161,000160.png,90.41153,90.58580889071548,-0.17427889071548464,0.1927617978763158
162,000161.png,90.45782,90.62640897177273,-0.1685889717727349,0.18637302089828708
163,000162.png,90.49922,90.674743815737,-0.1755238157370087,0.19395063928397252
164,000163.png,90.53737,90.74145914790184,-0.20408914790183985,0.22541978842751878
165,000164.png,90.56802,90.77880638993241,-0.21078638993240872,0.2327382114927639
166,000165.png,90.58889,90.8202299751337,-0.2313399751336931,0.25537345157192354
167,000166.png,90.60259,90.79923192174174,-0.19664192174172967,0.2170378592286707
168,000167.png,90.60409,90.81130055659818,-0.20721055659818433,0.2286988993523188
169,000168.png,90.59833,90.7937409331729,-0.19541093317289437,0.21568933243349447
170,000169.png,90.58651,90.7789133426139,-0.19240334261390046,0.21239734549206107
171,000170.png,90.56241,90.75686184026165,-0.19445184026164952,0.21471584100031077
172,000171.png,90.52962,90.74732845835058,-0.21770845835058594,0.24048312403231775
173,000172.png,90.49003,90.743094824213,-0.2530648242129985,0.2796604490163153
174,000173.png,90.44253,90.67144194795227,-0.22891194795226966,0.2531021057817264
175,000174.png,90.38673,90.60554244501728,-0.21881244501727792,0.24208470094811255
176,000175.png,90.32361,90.55363070311009,-0.23002070311008538,0.25466287619603045
177,000176.png,90.25165,90.52088373892673,-0.2692337389267294,0.29831447837987385
178,000177.png,90.17629,90.44498750031053,-0.2686975003105374,0.29796912282656274
179,000178.png,90.09176,90.36399821012543,-0.2722382101254368,0.3021788120527747
180,000179.png,90.0029,90.27681739928073,-0.2739173992807338,0.30434285926423904
181,000180.png,89.91031,90.19542507034623,-0.2851150703462366,0.317110540878167
182,000181.png,89.81611,90.11997496067654,-0.3038649606765489,0.33831899497378465
183,000182.png,89.72399,90.04144565162399,-0.3174556516239875,0.3538135693965321
184,000183.png,89.63442,89.98883186030953,-0.35441186030952565,0.395397058752124
185,000184.png,89.54649,89.87557162068997,-0.32908162068996205,0.367498067975598
186,000185.png,89.46022,89.77824921306997,-0.3180292130699627,0.3554979107696836
187,000186.png,89.37856,89.70242069744647,-0.3238606974464773,0.36234718644659
188,000187.png,89.3065,89.63325934323323,-0.32675934323323474,0.3658852863265661
189,000188.png,89.24451,89.57227059378233,-0.3277605937823296,0.36726135174290225
190,000189.png,89.19325,89.51524164008994,-0.32199164008993364,0.36100449315383576
191,000190.png,89.1528,89.45629097604592,-0.30349097604592146,0.3404166510147987
192,000191.png,89.12695,89.46272816980472,-0.3357781698047262,0.3767414567700636
193,000192.png,89.12113,89.44194117795956,-0.3208111779595697,0.35997207167320444
194,000193.png,89.13018,89.46161045532567,-0.3314304553256733,0.37184986648256885
195,000194.png,89.14842,89.48681725909715,-0.33839725909714957,0.37958862209464794
196,000195.png,89.19154,89.51633582509909,-0.32479582509908766,0.3641554177661779
197,000196.png,89.25586,89.59138013126109,-0.3355201312610916,0.3759082386983797
198,000197.png,89.33556,89.64802138701394,-0.3124613870139399,0.34976149140828117
199,000198.png,89.45093,89.74530862062626,-0.2943786206262615,0.32909509227714184
200,000199.png,89.59271,89.89434668725426,-0.3016366872542591,0.3366754809116267
201,000200.png,89.75037,90.02754654458187,-0.277176544581863,0.3088305313748155
202,000201.png,89.94526,90.23225392633465,-0.28699392633464527,0.3190762096130972
203,000202.png,90.16419,90.45785089911223,-0.2936608991122256,0.3256957103615366
204,000203.png,90.3886,90.68059603246687,-0.29199603246686934,0.3230451986941598
205,000204.png,90.66097,90.93257207241258,-0.27160207241257694,0.29957993215004974
206,000205.png,90.9416,91.21304882409787,-0.27144882409787385,0.2984869675680589
207,000206.png,91.27112,91.54871028447855,-0.27759028447854917,0.3041381375385217
208,000207.png,91.6203,91.89805631410876,-0.2777563141087569,0.30316023207603215
209,000208.png,91.96615,92.25244928114839,-0.28629928114838776,0.311309412374431
210,000209.png,92.35602,92.62847709016312,-0.27245709016311537,0.29500739655424235
211,000210.png,92.76492,93.03329454834042,-0.2683745483404181,0.2893060742578316
212,000211.png,93.17127,93.43619800003707,-0.2649280000370595,0.284345163522038
213,000212.png,93.61062,93.87305843027258,-0.2624384302725815,0.2803511292549729
214,000213.png,94.0612,94.32100493380005,-0.259804933800055,0.2762083981493485
215,000214.png,94.50798,94.75994508218673,-0.25196508218672875,0.2666072031025621
216,000215.png,94.9816,95.23458802271679,-0.2529880227167922,0.2663547705205979
217,000216.png,95.44688,95.69234243952205,-0.2454624395220577,0.2571717792368464
218,000217.png,95.92488,96.16975190545729,-0.24487190545728765,0.2552746539347119
219,000218.png,96.40217,96.64298576774512,-0.2408157677451186,0.2498032645376329
220,000219.png,96.88437,97.12216049469565,-0.23779049469564484,0.2454374164745509
221,000220.png,97.38035,97.61643061874771,-0.2360806187477067,0.24243147487938446
222,000221.png,97.88806,98.12534559245958,-0.23728559245958536,0.24240504149289033
223,000222.png,98.40345,98.64287215926632,-0.2394221592663115,0.24330667193712363
224,000223.png,98.9283,99.16640323419335,-0.23810323419336044,0.2406826299384104
225,000224.png,99.46087,99.69700167157103,-0.2361316715710302,0.23741162888584244
226,000225.png,100.0024,100.23923310397875,-0.23683310397875346,0.2368274201206706
227,000226.png,100.5505,100.77642304444993,-0.22592304444992806,0.22468614720953956
228,000227.png,101.1106,101.33976683178786,-0.22916683178785036,0.22664966065659817
229,000228.png,101.6926,101.91641594485603,-0.22381594485602818,0.22009068983979974
230,000229.png,102.2853,102.50620651180564,-0.22090651180563725,0.21597092818385166
231,000230.png,102.8883,103.10838888439443,-0.22008888439442842,0.21391050721455054
232,000231.png,103.4998,103.71984895518297,-0.22004895518297474,0.2126080970040278
233,000232.png,104.1244,104.335771223714,-0.21137122371401063,0.20299874353562725
234,000233.png,104.7544,104.96728457138799,-0.21288457138798833,0.20322255808633177
235,000234.png,105.3923,105.6039985681237,-0.21169856812369403,0.20086720578609066
236,000235.png,106.0354,106.23943239576695,-0.20403239576695853,0.19241913150415665
237,000236.png,106.6923,106.89722538007277,-0.2049253800727655,0.1920713866631102
238,000237.png,107.3637,107.56212105158568,-0.19842105158568302,0.1848120468889234
239,000238.png,108.0547,108.248509131949,-0.19380913194900984,0.17936205639274352
240,000239.png,108.7607,108.95377088598867,-0.19307088598867495,0.1775189806508003
241,000240.png,109.4778,109.66364666049049,-0.18584666049048337,0.1697573941844679
242,000241.png,110.2002,110.38271022647157,-0.1825102264715781,0.16561696482545232
243,000242.png,110.9295,111.10796349672215,-0.178463496722145,0.16088010558250512
244,000243.png,111.6692,111.84523892941068,-0.1760389294106801,0.15764322607368916
245,000244.png,112.4214,112.60006506836515,-0.17866506836514873,0.15892442930362788
246,000245.png,113.1891,113.36506638058825,-0.17596638058824965,0.155462302101748
247,000246.png,113.9649,114.1377268814193,-0.17282688141929725,0.15164921955733499
248,000247.png,114.7551,114.91739760156125,-0.1622976015612494,0.14142953259702565
249,000248.png,115.5643,115.7254071357385,-0.16110713573849011,0.13940908718219217
250,000249.png,116.3732,116.5285731764439,-0.15537317644390214,0.1335128504190846
251,000250.png,117.1926,117.34308426962637,-0.15048426962637507,0.1284076551133562
252,000251.png,118.0121,118.1596787884553,-0.1475787884552915,0.12505394654894836
253,000252.png,118.8364,118.97829206293369,-0.1418920629336924,0.1194011792125076
254,000253.png,119.6659,119.80725811316798,-0.14135811316798197,0.11812731376940463
255,000254.png,120.5026,120.64374341288408,-0.14114341288407672,0.11712893571099439
256,000255.png,121.3427,121.48511297003861,-0.1424129700386203,0.11736426669146172
257,000256.png,122.1809,122.31751068022224,-0.13661068022224754,0.11181017673159024
258,000257.png,123.0215,123.1553715974204,-0.133871597420395,0.10881967576431356
259,000258.png,123.8767,124.00409485241198,-0.12739485241198167,0.10284004369827551
260,000259.png,124.7241,124.8512755308452,-0.12717553084519295,0.10196548288998915
261,000260.png,125.5712,125.69576153542624,-0.12456153542623838,0.09919594256186003
262,000261.png,126.4226,126.53904496271393,-0.11644496271392768,0.09210771073678889
263,000262.png,127.2746,127.385217563459,-0.11061756345898743,0.08691252100496677
264,000263.png,128.1205,128.23565858837458,-0.11515858837458381,0.08988303072075415
265,000264.png,128.941,129.05326834401598,-0.1122683440159733,0.08706954654917622
266,000265.png,129.7485,129.85781851915925,-0.1093185191592454,0.08425416799365341
267,000266.png,130.5573,130.6699362187574,-0.11263621875741592,0.08627339777815252
268,000267.png,131.3828,131.4929457739263,-0.11014577392629121,0.08383576383384371
269,000268.png,132.2254,132.32867607937723,-0.10327607937722405,0.07810608202147548
270,000269.png,133.0601,133.16611323322476,-0.10601323322475764,0.07967319521386022
271,000270.png,133.8675,133.97544185914597,-0.1079418591459671,0.08063335697310184
272,000271.png,134.6626,134.77312635278972,-0.11052635278971934,0.08207650289666124
273,000272.png,135.4599,135.57139890211857,-0.11149890211856928,0.0823113719400127
274,000273.png,136.2625,136.37298506973704,-0.1104850697370523,0.08108252067667356
275,000274.png,137.0723,137.18343196784747,-0.11113196784745583,0.08107543817930815
276,000275.png,137.8726,137.98165087913716,-0.10905087913715761,0.07909539613901355
277,000276.png,138.6688,138.77939793024717,-0.11059793024716669,0.07975689574523374
278,000277.png,139.4818,139.59100935750263,-0.10920935750263538,0.07829649280596851
279,000278.png,140.2662,140.37955005163982,-0.11335005163982714,0.08081066688897763
280,000279.png,141.0669,141.1814147610692,-0.1145147610691879,0.08117762640930501
281,000280.png,141.8662,141.9766241069685,-0.1104241069685088,0.07783679760824552
282,000281.png,142.6598,142.7726926574297,-0.11289265742971111,0.07913417615173379
283,000282.png,143.451,143.5639041853009,-0.11290418530091983,0.07870574990827518
284,000283.png,144.2346,144.3474592457521,-0.11285924575210515,0.07824699881450439
285,000284.png,145.0284,145.1374346672215,-0.10903466722149346,0.07518159699858334
286,000285.png,145.8298,145.9388443077631,-0.10904430776309937,0.07477505130165396
287,000286.png,146.6342,146.7490066611774,-0.11480666117739702,0.07829460056207695
288,000287.png,147.4395,147.54818247925067,-0.10868247925066044,0.07371327171528691
289,000288.png,148.2407,148.3449605036079,-0.10426050360788963,0.0703319018379498
290,000289.png,149.033,149.12997904340114,-0.0969790434011486,0.06507219434698933
291,000290.png,149.8199,149.915250206431,-0.09535020643102143,0.06364321857845415
292,000291.png,150.6153,150.70133870876708,-0.08603870876709152,0.05712481319433784
293,000292.png,151.422,151.50672558136978,-0.08472558136978137,0.05595328378292545
294,000293.png,152.237,152.3216896680972,-0.08468966809721223,0.055630147794039714
295,000294.png,153.0488,153.13225733835617,-0.08345733835616898,0.05452988743209289
296,000295.png,153.8549,153.93755498859153,-0.08265498859154263,0.05372268844966435
297,000296.png,154.6649,154.75053457915766,-0.08563457915767003,0.055367817234336966
298,000297.png,155.4826,155.56854411871095,-0.08594411871095531,0.05527571491019273
299,000298.png,156.3078,156.39141160742162,-0.08361160742163065,0.05349164112195978
300,000299.png,157.136,157.21825986442752,-0.08225986442752742,0.05234947079442485
301,000300.png,157.9586,158.03187891058346,-0.07327891058346836,0.04639121300357712
302,000301.png,158.78,158.8521299569591,-0.0721299569590883,0.045427608615120484
303,000302.png,159.6018,159.67367341634292,-0.07187341634292466,0.045032960996006725
304,000303.png,160.4205,160.49240613206752,-0.07190613206751095,0.044823530700571906
305,000304.png,161.2383,161.3073909095474,-0.06909090954738417,0.04285018481798938
306,000305.png,162.0549,162.1221896693792,-0.06728966937919267,0.041522761347662224
307,000306.png,162.8891,162.95049000604763,-0.06139000604761691,0.037688222261413995
308,000307.png,163.7286,163.79028989593394,-0.06168989593393803,0.03767814293528316
309,000308.png,164.5638,164.62412747195654,-0.060327471956554746,0.03665901732735556
310,000309.png,165.3868,165.44527687170927,-0.05847687170927429,0.035357641425600043
311,000310.png,166.201,166.25664606087477,-0.055646060874778414,0.03348118295002943
312,000311.png,167.0187,167.0739207699165,-0.05522076991650238,0.03306262706900627
313,000312.png,167.8465,167.9014137343603,-0.054913734360297894,0.03271663952498139
314,000313.png,168.6811,168.7360693114299,-0.05496931142991457,0.03258771221548506
315,000314.png,169.5173,169.57222287117148,-0.05492287117147043,0.032399566989015534
316,000315.png,170.3582,170.41251077518405,-0.054310775184035265,0.03188034106021035
317,000316.png,171.2012,171.25541018749269,-0.05421018749268569,0.03166460719474261
318,000317.png,172.0379,172.09107474834664,-0.053174748346634715,0.030908740659258634
319,000318.png,172.867,172.92023245856456,-0.05323245856456538,0.030793881171400774
320,000319.png,173.6993,173.75272748121787,-0.05342748121788077,0.030758604794539048
321,000320.png,174.5517,174.6056044068862,-0.05390440688617559,0.030881628128614953
322,000321.png,175.4112,175.4660064992479,-0.054806499247888496,0.031244583725491017
323,000322.png,176.2661,176.32173644565927,-0.055636445659274614,0.03156389439561811
324,000323.png,177.1104,177.1661949151094,-0.055794915109402154,0.031502901641802035
325,000324.png,177.9477,178.00434261696557,-0.0566426169655756,0.03183104753001899
326,000325.png,178.7853,178.84097745330337,-0.05567745330336038,0.031142075608766705
327,000326.png,179.6316,179.68800654973538,-0.05640654973538517,0.03140123994630409
328,000327.png,180.4893,180.54384079605916,-0.054540796059171726,0.03021829884606552
329,000328.png,181.3511,181.40669654908692,-0.05559654908691414,0.030656857932989726
330,000329.png,182.2141,182.27122052388526,-0.0571205238852599,0.03134802624234892
331,000330.png,183.0694,183.1274520240527,-0.05805202405269938,0.031710391825558716
332,000331.png,183.918,183.976750001001,-0.058750001000987595,0.03194358409779771
333,000332.png,184.7628,184.82194800908258,-0.05914800908257689,0.03201294258507497
334,000333.png,185.611,185.67079990942912,-0.05979990942913105,0.03221786932300944
335,000334.png,186.4714,186.53179494602182,-0.060394946021830265,0.03238831586067905
336,000335.png,187.3332,187.39453172551788,-0.06133172551787425,0.032739378560700534
337,000336.png,188.1818,188.24536256433785,-0.06356256433784324,0.033777211365734215
338,000337.png,189.0202,189.0853422229887,-0.06514222298869754,0.03446310129218864
339,000338.png,189.8562,189.92136494499516,-0.06516494499516057,0.03432331680248555
340,000339.png,190.6947,190.76119019875415,-0.06649019875413842,0.034867355387506
341,000340.png,191.5357,191.6037517436417,-0.06805174364171762,0.03552953503796818
342,000341.png,192.3732,192.44165581328397,-0.06845581328397543,0.03558490126689967
343,000342.png,193.2083,193.27879648069373,-0.07049648069371983,0.036487294124382764
344,000343.png,194.04,194.11158716877335,-0.07158716877336246,0.036892995657267814
345,000344.png,194.8635,194.93711977710126,-0.07361977710127121,0.03778017797138572
346,000345.png,195.6763,195.75097321330617,-0.07467321330616983,0.03816160327345204
347,000346.png,196.4897,196.56581814626082,-0.07611814626082491,0.03873900070121992
348,000347.png,197.1957,197.27237996353404,-0.0766799635340476,0.0388852107495486
349,000348.png,197.9026,197.9796075255427,-0.0770075255426832,0.038911831144554536
350,000349.png,198.6091,198.68610679750532,-0.07700679750530526,0.038773045900366725
351,000350.png,199.3157,199.393021784031,-0.07732178403099965,0.03879362440138918
352,000351.png,200.0222,200.09930545086672,-0.07710545086672482,0.038548446555794716
353,000352.png,200.7284,200.8054181199559,-0.07701811995590901,0.0383693189184535
354,000353.png,201.4342,201.51242413488495,-0.07822413488494817,0.03883359175599187
355,000354.png,202.1417,202.22109583122165,-0.07939583122166027,0.03927731448862866
356,000355.png,202.8477,202.92812793525925,-0.08042793525925163,0.03964941937189903
357,000356.png,203.5546,203.63556728273835,-0.08096728273835652,0.03977669025330625
358,000357.png,204.261,204.34284046909258,-0.08184046909258313,0.04006661530717227
359,000358.png,204.9666,205.04950571357827,-0.08290571357827048,0.04044840163142213
360,000359.png,205.6732,205.7571770879444,-0.0839770879443904,0.04083035025681051
